x,y
0.8243749921,0.1660959885892176
0.8243749824449205,0.1560974560122786
0.8243748955492053,0.06611066281982764
0.8243748667647114,0.036302239060784836
0.8243748651701739,0.0346509803026535
0.8247731492303492,-0.11812568235946021
0.8243759799916688,0.03422334906031737
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
0.8243751263054129,0.034550812170660736
